Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Normalised Votes
Hum Tum Aur Mom: Mother Never Misguides,2005,134,Drama,4.6,42,Ashok Nanda,Raj Vasudeva,Krishna Abhishek,Mohnish Bahl,0.08713692946058091
Hum Tum Aur Woh,1971,142,Drama,5.9,10,Shiv Kumar,Ashok Kumar,Vinod Khanna,Bharti,0.15384615384615385
Hum Tum Dushman Dushman,2015,114,"Drama, War",6.4,18,Iqbal Durrani,Mashaal Durrani,Sohini Pal,Mukesh Rishi,0.0891089108910891
Hum Tum Pe Marte Hain,1999,165,"Comedy, Drama, Romance",5.3,488,Nabh Kumar 'Raju',Govinda,Urmila Matondkar,Dimple Kapadia,1.2004920049200491
Hum Tum Shabana,2011,126,"Comedy, Crime, Drama",3.6,291,Sagar Ballary,Tusshar Kapoor,Shreyas Talpade,Minissha Lamba,0.8151260504201681
Hum Tumhare Hain Sanam,2002,174,"Drama, Romance",5.4,6610,K.S. Adiyaman,Shah Rukh Khan,Madhuri Dixit,Salman Khan,14.870641169853767
Humayun,1945,118,"Drama, History",7.5,46,Mehboob Khan,Ashok Kumar,Veena,Nargis,5.111111111111111
Hume Tumse Pyaar Kitna,2019,91,"Action, Drama, Romance",4.9,115,Lalit Mohan,Karanvir Bohra,Priya Banerjee,Mahesh Balraj,0.37337662337662336
Humein Tumse Pyar Ho Gaya Chupke Chupke,2003,135,Drama,1.7,27,Pramod Mandloi,Meghna Desai,Siddharth Dhawan,Dinesh Hingoo,0.0759493670886076
Humkadam,1980,124,"Musical, Drama, Family",6.7,26,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Biswajit Chatterjee,0.5909090909090909
Humko Deewana Kar Gaye,2006,155,"Drama, Romance",5.2,3977,Raj Kanwar,Akshay Kumar,Katrina Kaif,Bipasha Basu,7.539336492890995
Humko Tumse Pyaar Hai,2006,128,"Drama, Romance",4.8,552,Bunty Soorma,Arjun Rampal,Ameesha Patel,Bobby Deol,1.0464454976303317
Humne Jeena Seekh Liya,2007,149,Drama,6.9,51,Milind Ukey,Omkar Bhatkar,Siddharth Chandekar,Gaurav Chopra,0.0865874363327674
Humpty Sharma Ki Dulhania,2014,133,"Comedy, Drama, Romance",6.0,11840,Shashank Khaitan,Varun Dhawan,Alia Bhatt,Ashutosh Rana,31.48936170212766
Humraaz,2002,173,"Action, Musical, Romance",6.4,3207,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Akshaye Khanna,7.214848143982002
Humse Na Jeeta Koi,1983,120,Comedy,5.3,9,Shibu Mitra,Amjad Khan,Randhir Kapoor,Raj Kiran,0.14516129032258066
Humshakal,1974,142,"Thriller, Mystery, Family",6.1,38,Jambulingam,Rajesh Khanna,Tanuja,Moushumi Chatterjee,0.6495726495726496
Humshakals,2014,159,"Comedy, Drama, Romance",1.8,7840,Sajid Khan,Saif Ali Khan,Riteish Deshmukh,Ram Kapoor,20.851063829787233
Hungama,2003,153,"Comedy, Drama, Romance",7.5,13768,Priyadarshan,Akshaye Khanna,Aftab Shivdasani,Rimi Sen,38.728551336146275
Hunterrr,2015,141,"Comedy, Romance",7.0,5798,Harshavardhan Kulkarni,Gulshan Devaiah,Radhika Apte,Sai Tamhankar,28.702970297029704
Husband Material,2018,156,"Comedy, Drama, Romance",6.9,7441,Anurag Kashyap,Taapsee Pannu,Abhishek Bachchan,Vicky Kaushal,28.785299806576404
Hyderabad Blues,1998,85,"Comedy, Drama, Romance",7.2,903,Nagesh Kukunoor,Nagesh Kukunoor,Rajshri Nair,Vikram Inamdar,3.3321033210332103
Hyderabad Nawabs,2006,118,Comedy,6.8,118,Lakshmikanth Chenna,Masti Ali,Chitram Basha,Vandana Gupta,0.22369668246445498
Hyderabad Nawabs 2,2019,125,Comedy,5.2,27,Mama,Gullu Dada,Farha Khan,Aziz Naser,0.08766233766233766
I - Proud to be an Indian,2004,129,"Action, Crime, Drama",6.1,526,Puneet Sira,Sohail Khan,Tim Lawrence,Mona Ambegaonkar,1.5654761904761905
I Am,2010,95,Drama,6.8,948,Onir,Juhi Chawla,Rahul Bose,Radhika Apte,1.6631578947368422
I Am 24,2010,118,"Comedy, Romance",6.0,1185,Saurabh Shukla,Rajat Kapoor,Ranvir Shorey,Neha Dhupia,2.0789473684210527
"I Am Alone, So Are You...",2019,117,Romance,6.5,897,Harish Vyas,Anshuman Jha,Zareen Khan,Ravi Khanvilkar,2.9123376623376624
I Am Kalam,2010,88,"Comedy, Drama, Family",8.0,3895,Nila Madhab Panda,Nilamadhab Panda,Gulshan Grover,Harsh Mayar,6.833333333333333
I Am Mr Mother,2015,90,"Drama, Romance",5.7,23,I.A. Siddique,Mehul Adwani,Dheeraj Bishnoi,Munmun Guha,0.11386138613861387
I Am Not Blind,2020,101,"Drama, Family",7.2,12,Govind Mishra,Vinay Ambast,Amit Ghosh,Shikha Itkan,0.019169329073482427
I Am Offended,2015,102,Documentary,8.6,17,Jaideep Varma,Tanmay Bhat,Cyrus Broacha,Vir Das,0.08415841584158416
I Am Roshni,2018,80,"Drama, Family, Romance",5.4,11,Manoj J. Bhatia,Suresh Thomas,Ankita Parihar,Yash Rajpara,0.0425531914893617
I Did Not Kill Gandhi,2005,100,Drama,7.3,700,Jahnu Barua,Anupam Kher,Urmila Matondkar,Parvin Dabas,1.4522821576763485
I Don't Luv U,2013,120,Romance,6.0,25,Amit Kasaria,Jass Bhatia,Ruslaan Mumtaz,Chetna Pande,0.04401408450704225
I Hate Luv Storys,2010,129,"Comedy, Drama, Romance",5.6,7675,Punit Malhotra,Imran Khan,Sonam Kapoor,Sammir Dattani,13.464912280701755
I Know You,2020,98,Horror,3.5,20,Jayveer Panghaal,Agast Anand,Nishant Bhardwaj,Muzahid Khan,0.03194888178913738
I Love NY,2015,127,"Comedy, Romance",3.4,648,Radhika Rao,Vinay Sapru,Sunny Deol,Kangana Ranaut,3.207920792079208
I See You,2006,122,"Comedy, Drama, Fantasy",4.1,1119,Vivek b Agrawal,Arjun Rampal,Vipasha Agarwal,Chunky Panday,2.1213270142180094
"I, Me aur Main",2013,108,"Comedy, Drama, Musical",4.6,1824,Kapil Sharma,John Abraham,Chitrangda Singh,Prachi Desai,3.211267605633803
I.D.,2012,87,Drama,6.9,152,Kamal K.M.,Geetanjali Thapa,Murari Kumar,Shashi Sharma,0.3958333333333333
Idam Jagath,2018,126,"Action, Thriller",5.4,115,Anil Srikantam,Sumanth,Anju Kurian,Darbha Appaji Ambarisha,0.4448742746615087
Identity Card,2014,92,"Comedy, Drama, Sci-Fi",5.9,63,Rahat Kazmi,Tia Bajpai,Furqan Merchant,Raghuvir Yadav,0.1675531914893617
Idiot Box,2010,131,"Comedy, Drama",4.5,38,Sunanda Mitra,Sushant Singh,Hrishitaa Bhatt,Milind Gunaji,0.06666666666666667
III Smoking Barrels,2017,127,Drama,6.5,117,Sanjib Dey,Subrat Dutta,Indraneil Sengupta,Mandakini Goswami,0.8540145985401459
Ikke Pe Ikka,1994,134,"Action, Comedy",3.6,631,Raj N. Sippy,Akshay Kumar,Shanti Priya,Prithvi,2.6346555323590812
Ilaaka,1989,161,"Action, Drama",4.7,147,Aziz Sejawal,Mithun Chakraborty,Sanjay Dutt,Madhuri Dixit,2.4098360655737703
Ilzaam,1986,164,"Drama, Family",6.0,95,Shibu Mitra,Shashi Kapoor,Shatrughan Sinha,Raj Kiran,1.7272727272727273
Ilzam,1954,133,"Drama, Family, Romance",6.1,7,R.C. Talwar,Kishore Kumar,Meena Kumari,Jagdish Kanwal,0.25
I'm in Love,2007,140,Action,9.2,36,Tom Alter,Bobby Darling,Anil Dhawan,Kiran Juneja,0.06112054329371817
Imaan,1974,131,Romance,7.4,27,B. Padmanabham,Sanjeev Kumar,Leena Chandavarkar,Johnny Walker,0.46153846153846156
Imaandaar,1987,152,"Action, Crime, Drama",5.4,62,Sushil Malik,Vikas Anand,Birbal,Chandrashekhar,1.2156862745098038
Immaan Dharam,1977,156,"Action, Drama",5.7,177,Desh Mukherjee,Shashi Kapoor,Sanjeev Kumar,Amitabh Bachchan,2.8548387096774195
Imtihaan,1994,152,"Action, Drama, Romance",5.3,338,Harry Baweja,Sunny Deol,Saif Ali Khan,Raveena Tandon,1.4112734864300627
Imtihan,1974,153,"Family, Drama",7.4,63,Madan Sinha,Vinod Khanna,Tanuja,Deven Verma,1.0769230769230769
In Custody,1994,126,"Comedy, Drama",7.1,348,Ismail Merchant,Shashi Kapoor,Shabana Azmi,Om Puri,1.453027139874739
In the Name of Tai,2012,143,Drama,5.9,7,Ujjwal V. Thengdi,Parag Ajgaonkar,Asrani,Babita,0.018229166666666668
In the Shadows,2017,117,"Drama, Thriller",7.1,577,Dipesh Jain,Manoj Bajpayee,Ranvir Shorey,Neeraj Kabi,4.211678832116788
In Your Name,2003,132,"Action, Drama, Romance",7.1,17628,Satish Kaushik,Salman Khan,Bhoomika Chawla,Sachin Khedekar,49.586497890295355
Indian,2001,178,"Action, Crime, Drama",5.4,2213,N. Maharajan,Sunny Deol,Shilpa Shetty Kundra,Raj Babbar,6.981072555205047
India's Daughter,2015,63,"Documentary, Biography, Crime",8.2,1998,Leslee Udwin,Asha Devi,Badri Singh,Satendra,9.891089108910892
India's Daughter,2015,120,"Action, Crime, Drama",6.9,21,Rupesh Paul,Omkar Das Manikpuri,Amann Grewal,Vishal Om Prakash,0.10396039603960396
India's Most Wanted,2019,123,"Action, Adventure, Thriller",4.5,1991,Raj Kumar Gupta,Arjun Kapoor,Sudev Nair,Rajesh Sharma,6.464285714285714
Indira,1996,143,Drama,7.0,218,Suhasini,Anuradha Hasan,Arvind Swamy,Nassar,1.0845771144278606
Indoo Ki Jawani,2020,118,"Comedy, Drama",3.0,5032,Abir Sengupta,Kiara Advani,Aditya Seal,Mushtaq Khan,8.038338658146964
Indrani,1958,121,Drama,7.3,57,Niren Lahiri,Suchitra Sen,Uttam Kumar,Biman Bannerjee,1.6764705882352942
Indrasabha,1932,211,"Musical, Romance",6.0,12,J.J. Madan,Nissar,Jehanara Kajjan,Abdul Rehman Kabuli,1.0
Indrudu Chandrudu,1989,158,"Comedy, Drama",7.2,293,Suresh Krishna,Kamal Haasan,Vijayshanti,Charan Raj,4.80327868852459
Indu Sarkar,2017,139,"Drama, Thriller",6.0,1446,Madhur Bhandarkar,Kirti Kulhari,Tota Roy Chowdhury,Neil Nitin Mukesh,10.554744525547445
Inkaar,1977,135,"Mystery, Thriller",6.9,189,Raj N. Sippy,Vinod Khanna,Vidya Sinha,Shreeram Lagoo,3.0483870967741935
Inkaar,2013,125,"Drama, Romance, Thriller",6.0,2491,Sudhir Mishra,Arjun Rampal,Chitrangda Singh,Vipin Sharma,4.38556338028169
Inquilaab,1984,152,"Action, Drama, Thriller",5.8,271,Rama Rao Tatineni,Amitabh Bachchan,C.S. Dubey,Utpal Dutt,6.159090909090909
Inquilab,1935,144,Drama,7.4,38,Debaki Bose,Durga Khote,Prithviraj Kapoor,Syed Mohammed,3.4545454545454546
Insaaf,1966,129,"Action, Adventure, Drama",5.7,6,Radhakant,Prithviraj Kapoor,Dara Singh,Azaad Irani,0.1411764705882353
Insaaf Apne Lahoo Se,1994,140,"Action, Drama",4.7,43,Latif Khan,Shatrughan Sinha,Sanjay Dutt,Shekhar Suman,0.17954070981210857
Insaaf Ki Awaaz,1986,162,"Action, Drama",4.8,28,D. Rama Naidu,Rekha,Anil Kapoor,Richa Sharma,0.509090909090909
Insaaf: The Final Justice,1997,155,"Action, Comedy, Drama",4.2,864,Dayal Nihalani,Akshay Kumar,Shilpa Shetty Kundra,Paresh Rawal,4.018604651162791
Insaaf: The Justice,2004,136,"Action, Drama",3.9,92,Shrey Srivastava,Dino Morea,Namrata Shirodkar,Sanjay Suri,0.27380952380952384
Insaan,1982,150,"Action, Drama, Family",5.4,29,Narendra Bedi,Jeetendra,Vinod Khanna,Reena Roy,0.4142857142857143
Insaan Jaag Utha,1959,135,"Drama, Family, Musical",6.8,38,Shakti Samanta,Sunil Dutt,Madhubala,Nasir Hussain,1.1875
Insaaniyat,1974,133,"Drama, Family",6.5,13,Prayag Raj,Shashi Kapoor,Madhu,Sujit Kumar,0.2222222222222222
Insaf Ka Tarazu,1980,146,"Crime, Drama",6.4,231,B.R. Chopra,Zeenat Aman,Raj Babbar,Deepak Parashar,5.25
Insan,2005,141,"Action, Crime, Drama",4.6,1295,K. Subhash,Akshay Kumar,Ajay Devgn,Tusshar Kapoor,2.6867219917012446
Insaniyat,1994,180,"Action, Crime, Drama",3.0,262,Tony Juneja,Tom Alter,Sadashiv Amrapurkar,Mahesh Anand,1.0939457202505218
Insaniyat,1955,185,"Action, Drama, Romance",7.4,79,S.S. Vasan,Dilip Kumar,Dev Anand,Bina Rai,3.2916666666666665
Insaniyat Ke Dushman,1987,145,Action,4.6,52,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Anita Raj,1.0196078431372548
"Inshallah, Kashmir",2012,82,Documentary,6.8,131,Ashvin Kumar,Omar Abdullah,Bashir Baba,Wajahat Habibullah,0.3411458333333333
Inspector Balram,1991,143,"Action, Drama, Thriller",6.9,342,I.V. Sasi,Mammootty,Murali,Kiran Kumar,4.851063829787234
Inspector Dhanush,1991,150,"Action, Drama",6.2,29,Shyam Ramsay,Tulsi Ramsay,Vishnuvardhan,Sangeeta Bijlani,0.41134751773049644
Inspector Gullu,2018,124,Action,6.8,32,Aziz Naser,Habib Al Aidroos,Adnan Sajid Khan,R.K. Mama,0.12379110251450677
Intaquam,1969,144,"Drama, Thriller",6.8,48,R.K. Nayyar,Ashok Kumar,Sadhana,Sanjay Khan,1.1428571428571428
Inteha,2003,155,"Action, Drama, Thriller",5.1,153,Vikram Bhatt,Ashmit Patel,Vidya Malvade,Nauheed Cyrusi,0.43037974683544306
Inteha Pyar Ki,1992,159,"Drama, Family, Musical",3.8,30,J.K. Bihari,Vikas Anand,Aparajita,Asrani,0.27149321266968324
Inteqam,2001,138,"Comedy, Crime",2.6,10,Aslam Azmi,Akshay Anand,Tinnu Anand,Pooja Dadwal,0.031545741324921134
Inteqam: The Perfect Game,2004,127,"Action, Thriller",5.0,85,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar,Nethra Raghuraman,0.25297619047619047
International Crook,1974,138,"Action, Crime",6.5,62,Pachhi,Dharmendra,Saira Banu,Feroz Khan,1.0598290598290598
International Khiladi,1999,175,"Action, Crime, Drama",4.8,2082,Umesh Mehra,Akshay Kumar,Twinkle Khanna,Rajat Bedi,5.121771217712177
Intezar,1973,116,Drama,5.8,5,Mohan Singh Kavia,Rinku Jaiswal,Padmini Kapila,Baldev Khosa,0.062111801242236024
Iqbal,2005,132,"Drama, Sport",8.1,16185,Nagesh Kukunoor,Shreyas Talpade,Naseeruddin Shah,Shweta Basu Prasad,33.57883817427386
Iqraar: By Chance,2006,130,"Comedy, Romance",4.7,41,K. Ravi Shankar,Amarjeet,Shilpa Anand,Deepa Bakshi,0.07772511848341232
Irada,2017,109,"Drama, Mystery, Thriller",6.3,1284,Aparnaa Singh,Naseeruddin Shah,Arshad Warsi,Divya Dutta,9.372262773722628
Is Raat Ki Subah Nahin,1996,131,"Crime, Thriller",6.7,279,Sudhir Mishra,Murad Ali,Tara Deshpande,Kishore Kadam,1.3880597014925373
Is She Raju?,2019,155,Comedy,5.0,38,Rahul Kumar Shukla,Aditi Bhagat,Ansh Gupta,Amit Behl,0.12337662337662338
Ishaara,1964,129,Drama,5.4,10,K. Amarnath,Joy Mukherjee,Vyjayanthimala,Jayant,0.24691358024691357
Ishaara,2008,152,Crime,4.7,7,Dharam,Angeilla Dobson,Milind Gunaji,Mohan Joshi,0.010719754977029096
Ishaqzaade,2012,120,"Action, Drama, Romance",6.5,7145,Habib Faisal,Arjun Kapoor,Parineeti Chopra,Gauahar Khan,18.606770833333332
Ishk Actually,2013,103,Romance,2.6,143,Anish Khanna,Neha Ahuja,Raayo S. Bakhirta,Neha Ghelot,0.2517605633802817
Ishk Ishk Ishk,1974,131,"Drama, Romance",7.3,59,Dev Anand,Dev Anand,Zeenat Aman,Shabana Azmi,1.0085470085470085
Ishkq in Paris,2013,95,"Comedy, Romance",3.8,751,Prem Soni,Preity Zinta,Isabelle Adjani,Gaurav Chanana,1.3221830985915493
Ishq,1997,161,"Action, Comedy, Drama",6.9,10128,Indra Kumar,Aamir Khan,Ajay Devgn,Juhi Chawla,47.10697674418605
Ishq Forever,2016,125,Romance,4.0,96,Sameer Sippy,Krishna Chaturvedi,Ruhi Singh,Javed Jaffrey,0.23821339950372208
Ishq Hai Tumse,2004,148,Romance,3.1,151,G. Krishna,Dino Morea,Bipasha Basu,Beena Banerjee,0.4494047619047619
Ishq Ka Manjan,2017,135,"Comedy, Drama",5.8,12,Ramkumar Pawadia,Munesh Nehra,Asrani,Shakti Kapoor,0.08759124087591241
Ishq Ke Parindey,2015,120,"Music, Romance",6.8,51,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad,0.2524752475247525
Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,5.7,10,Mahrukh Mirza,Divya Dutta,Brij Gopal,Shafi Inamdar,0.04175365344467641
Ishq Tera,2018,122,"Drama, Romance, Thriller",5.5,12,Jojo D'Souza,Hrishitaa Bhatt,Shahbaaz Khan,Mohit Madaan,0.04642166344294004
Ishq Vishk,2003,134,"Comedy, Romance",6.0,3937,Ken Ghosh,Shahid Kapoor,Amrita Rao,Shenaz Treasury,11.074542897327708
Ishqedarriyaan,2015,132,Romance,4.8,151,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta,0.7475247524752475
Ishqeria,2018,118,"Comedy, Romance",4.1,167,Prerna Wadhawan,Manish Anand,Raj Babbar,Richa Chadha,0.6460348162475822
Ishqiya,2010,118,"Comedy, Drama, Romance",7.3,10075,Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi,17.67543859649123
Isi Ka Naam Zindagi,1992,140,"Action, Comedy, Drama",5.7,604,Kalidas,Aamir Khan,Farha Naaz,Asrani,5.46606334841629
Isi Life Mein...!,2010,139,"Comedy, Drama, Romance",5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl,0.6859649122807018
ISIS,2017,92,Action,6.4,18,Yuvraj Kumar,Amrityan,Moshin Bhat,Snighdadeep Chatterji,0.13138686131386862
ISIS: Enemies of Humanity,2017,135,Action,7.5,8,Yuvraj Kumar,Yuvraj Kumar,Manon Faure,Rasheed Naz,0.058394160583941604
Iski Topi Uske Sarr,1998,129,"Action, Crime, Drama",4.4,45,Raju Mavani,Arun Bakshi,Prem Chopra,Sunny Deol,0.16605166051660517
Island City,2015,108,Drama,6.7,315,Ruchika Oberoi,Vinay Pathak,Amruta Subhash,Tannishtha Chatterjee,1.5594059405940595
Issaq,2013,148,"Drama, Romance",4.5,439,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan,0.772887323943662
Issi Ka Naam Dunia Hai,1962,130,"Drama, Music",6.7,6,Shakti Samanta,Ashok Kumar,Shyama,Mehmood,0.125
It Happens That Way Too: Part II,2003,137,"Comedy, Crime, Drama",7.3,719,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,Sandhya Mridul,2.0225035161744023
Iti Mrinalini: An Unfinished Letter...,2010,131,Drama,6.8,503,Aparna Sen,Konkona Sen Sharma,Anjan Dutt,Rajat Kapoor,0.8824561403508772
Itihaas,1987,138,"Drama, Family",5.0,34,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri,0.6666666666666666
Itihaas,1997,154,"Action, Drama, Romance",3.5,292,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,1.3581395348837209
Itni Si Baat,1981,138,"Comedy, Family",6.9,71,Madhu M.,Sanjeev Kumar,Moushumi Chatterjee,Arun Govil,1.2678571428571428
It's Entertainment,2014,140,"Action, Comedy, Drama",4.5,7875,Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia,20.944148936170212
It's Rocking: Dard-E-Disco,2012,93,Comedy,4.3,9,Ashok Tyagi,Asrani,Arun Bakshi,Dinesh Hingoo,0.0234375
Ittefaq,1969,104,"Crime, Mystery, Thriller",7.4,985,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar,23.452380952380953
Ittefaq,2001,138,"Action, Comedy, Drama",4.5,80,Sanjay Khanna,Sunil Shetty,Mukul Dev,Pooja Batra,0.25236593059936907
Ittefaq,2017,105,"Crime, Mystery, Thriller",7.2,10842,Abhay Chopra,Sidharth Malhotra,Sonakshi Sinha,Akshaye Khanna,79.13868613138686
Izzat,1968,135,"Drama, Romance",7.0,74,T. Prakash Rao,Dharmendra,Tanuja,Jayalalitha J,1.6629213483146068
Izzat,1991,156,"Action, Drama",5.8,43,Ashok Gaekwad,Jackie Shroff,Sangeeta Bijlani,Gulshan Grover,0.6099290780141844
Izzatdaar,1990,172,"Action, Crime, Drama",5.0,183,K. Bapaiah,Jasti Hemambar,Dilip Kumar,Govinda,2.231707317073171
J.D.,2017,127,Drama,5.3,18,Shailendra Pandey,Rina Charaniya,Arvind Gaur,Jaswir Kaur,0.13138686131386862
Jaadugar,1989,173,"Comedy, Fantasy",4.1,484,Prakash Mehra,Amitabh Bachchan,Jaya Prada,Amrita Singh,7.934426229508197
Jaago,2004,122,"Crime, Drama, Thriller",6.5,154,Mehul Kumar,Sanjay Kapoor,Raveena Tandon,Manoj Bajpayee,0.4583333333333333
Jaagruti,1993,134,"Action, Drama",4.2,973,Suresh Krishna,Salman Khan,Karisma Kapoor,Ashok Saraf,5.528409090909091
Jaal,1952,165,"Crime, Thriller",7.2,115,Guru Dutt,Dev Anand,Geeta Bali,K.N. Singh,1.619718309859155
Jaal,1967,156,"Action, Crime, Drama",5.8,31,Moni Bhattacharjee,Biswajit Chatterjee,Mala Sinha,Sujit Kumar,0.62
Jaal Saaz,1969,136,Action,6.9,8,Mohammed Hussain,Aravind Sen,Bambi,Bela Bose,0.19047619047619047
Jaal: The Trap,2003,142,"Action, Drama, Romance",4.1,459,Guddu Dhanoa,Sunny Deol,Tabu,Reema Sen,1.2911392405063291
Jaali Note,1960,155,"Action, Crime, Drama",7.3,77,Shakti Samanta,Dev Anand,Madhubala,Kundan,1.1578947368421053
Jaan,1996,170,"Action, Drama, Romance",4.1,540,Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,2.6865671641791047
Jaan Hatheli Pe,1987,160,Action,5.6,48,Raghunath Jhalani,Dharmendra,Jeetendra,Hema Malini,0.9411764705882353
Jaan Hazir Hai,1975,140,Drama,5.9,7,Manohar Nath Rangroo,Urmila Bhatt,Iftekhar,Jankidas,0.125
Jaan Ki Baazi,1985,139,Action,4.7,43,Ajay Kashyap,Sanjay Dutt,Anita Raj,Anuradha Patel,0.7962962962962963
Jaan Lada Denge,1990,137,Action,6.6,5,Dilip Gulati,Hemant Birje,Sahila Chaddha,Natasha,0.06097560975609756
Jaan Se Pyaara,1992,180,"Action, Crime, Drama",5.3,106,Anand,Govinda,Divya Bharti,Aruna Irani,0.9592760180995475
Jaan Tere Naam,1992,150,"Drama, Romance",5.9,147,Deepak Balraj Vij,Ronit Roy,Farheen,Sulabha Deshpande,1.330316742081448
Jaanam,1992,127,Romance,4.6,68,Vikram Bhatt,Rahul Roy,Pooja Bhatt,Paresh Rawal,0.6153846153846154
Jaanam Samjha Karo,1999,153,"Drama, Romance",4.8,1705,Andaleeb Sultanpuri,Salman Khan,Urmila Matondkar,Jaspal Bhatti,4.194341943419434
Jaane Bhi Do Yaaro,1983,132,"Comedy, Crime, Drama",8.4,13465,Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve,217.17741935483872
Jaane Hoga Kya,2006,155,"Action, Crime, Sci-Fi",2.7,167,Ankush,Glen Barreto,Glenn,Aftab Shivdasani,0.3165876777251185
Jaane Jigar,1998,175,"Comedy, Drama, Family",3.3,30,Arshad Khan,Talat Jani,Jackie Shroff,Ayub Khan,0.11070110701107011
Jaane Kahan Se Aayi Hai,2010,94,"Comedy, Drama, Fantasy",3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez,1.0
Jaane Kyun De Yaaron,2018,131,Drama,4.8,38,Akshay Anand,Muntazir Ahmad,Akshay Anand,Kabir Bedi,0.1470019342359768
Jaane Tu,2008,155,"Comedy, Drama, Romance",7.5,25819,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis,39.53905053598775
Jaane-Anjaane,1971,139,Drama,6.5,40,Shakti Samanta,Shammi Kapoor,Leena Chandavarkar,Sandhya Roy,0.6153846153846154
Jaaneman,1976,110,"Crime, Drama, Romance",6.8,48,Chetan Anand,Dev Anand,Hema Malini,Prem Nath,1.0
Jaan-E-Mann: Let's Fall in Love... Again,2006,165,"Comedy, Drama, Musical",6.1,8218,Shirish Kunder,Salman Khan,Akshay Kumar,Preity Zinta,15.57914691943128
Jaani Dost,1983,153,"Action, Comedy, Drama",5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra,Parveen Babi,1.1290322580645162
Jaani Dushman,1979,154,"Action, Horror, Mystery",6.1,455,Rajkumar Kohli,Sunil Dutt,Sanjeev Kumar,Shatrughan Sinha,8.92156862745098
Jaani Dushman: Ek Anokhi Kahani,2002,170,"Action, Fantasy, Thriller",2.8,3240,Rajkumar Kohli,Sunny Deol,Arman Kohli,Manisha Koirala,7.2890888638920135
Jaanisaar,2015,124,"Drama, Romance",5.0,116,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali,0.5742574257425742
Jaanwar,1999,172,"Action, Crime, Drama",6.0,2578,Suneel Darshan,Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra,6.341943419434195
Jaanwar Aur Insaan,1972,155,"Action, Adventure, Thriller",6.3,36,Tapi Chanakya,Shashi Kapoor,Rakhee Gulzar,Shabnam,1.0909090909090908
Jaaydaad,1989,129,"Crime, Drama",4.2,16,Dilip Naik,Shashi Kapoor,Raj Babbar,Madhavi,0.26229508196721313
Jab Harry Met Sejal,2017,143,"Comedy, Drama, Romance",5.3,19349,Imtiaz Ali,Shah Rukh Khan,Anushka Sharma,Bj�rn Freiberg,141.23357664233578
Jab Jab Phool Khile,1965,141,"Musical, Romance",6.9,278,Suraj Prakash,Nanda,Shashi Kapoor,Agha,6.541176470588235
Jab Pyar Kisise Hota Hai,1961,139,"Comedy, Drama, Musical",6.8,120,Nasir Hussain,Dev Anand,Asha Parekh,Sulochana Latkar,2.857142857142857
Jab Se Tumhe Dekha Hai,1963,136,"Drama, Romance",6.2,26,Kedar Kapoor,Pradeep Kumar,Geeta Bali,Siddhu,0.6341463414634146
Jab Tak Hai Jaan,2012,176,"Drama, Romance",6.7,52231,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Anushka Sharma,136.01822916666666
Jab Tum Kaho,2016,94,Drama,5.6,14,Shankar Vikram,Parvin Dabas,Ambalika Sarkar,Amit Bhardwaj,0.034739454094292806
Jab We Met,2007,138,"Comedy, Drama, Romance",7.9,49012,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,83.21222410865875
Jab Yaad Kisi Ki Aati Hai,1967,158,"Family, Romance",6.5,24,Naresh Saigal,Mala Sinha,Dharmendra,Anoop Kumar,0.48
Jabariya Jodi,2019,125,"Action, Comedy, Drama",4.4,1317,Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,4.275974025974026
Jack & Dil,2018,98,"Comedy, Family",7.5,715,Sachin P. Karande,Amit Sadh,Arbaaz Khan,Sonal Chauhan,2.765957446808511
